"rand-number","p-value","par.est","var.est"
84,0.331914510506226,-0.112321714708167,0.0134012985974999
85,0.920064061340198,0.0108269534036597,0.0116399627687574
86,0.72971638950538,-0.0365698096062765,0.0112032029124142
87,0.528230768937224,-0.0698228896153856,0.0122556820710095
88,0.932337183308751,0.00837824626258708,0.00973740291753395
89,0.239299791300252,0.124730524571528,0.0112353182440581
90,0.0471771447247517,0.198467199914378,0.00999965319613515
91,0.371388810079399,0.0947756109106638,0.0112418986664618
92,0.138799110832937,-0.170792391821409,0.0133122221813503
93,0.795320865168583,-0.0269710802863211,0.0108101500162198
94,0.575252245897023,0.0584792756843436,0.0108920943629093
95,0.0776906536213187,0.210753915184085,0.0142703051813746
96,0.978025120089556,-0.00304886324614701,0.0122516099346586
97,0.206926093649451,-0.132147697829083,0.0109636985944212
98,0.504043011665231,-0.069622474705828,0.0108582911776104
99,0.0483453163276658,0.201646823652741,0.0104315172396291
100,0.42023259307468,0.0819036716111595,0.0103256521378349
